,CS textfield,BB textfield,Stack,Head angle,Head tube length textfield,Seat stay junction0,Seat tube length,Seat angle,DT Length,BB diameter,ttd,dtd,csd,ssd,Chain stay position on BB,SSTopZOFFSET,Head tube upper extension2,Seat tube extension2,Head tube lower extension2,SEATSTAYbrdgshift,CHAINSTAYbrdgshift,SEATSTAYbrdgdia1,CHAINSTAYbrdgdia1,SEATSTAYbrdgCheck,CHAINSTAYbrdgCheck,Dropout spacing,Wall thickness Bottom Bracket,Wall thickness Top tube,Wall thickness Head tube,Wall thickness Down tube,Wall thickness Chain stay,Wall thickness Seat stay,Wall thickness Seat tube,ERD rear,Wheel width rear,BSD front,Wheel width front,ERD front,BSD rear,Display AEROBARS,BB length,Head tube diameter,Wheel cut,Seat tube diameter,Front Fender include,Rear Fender include,Number of cogs,Number of chainrings,Display RACK,FIRST color R_RGB,FIRST color G_RGB,FIRST color B_RGB,SPOKES composite front,SBLADEW front,SBLADEW rear,Saddle length,Saddle height,Down tube diameter,Seatpost LENGTH,MATERIAL OHCLASS: ALUMINIUM,MATERIAL OHCLASS: BAMBOO,MATERIAL OHCLASS: CARBON,MATERIAL OHCLASS: OTHER,MATERIAL OHCLASS: STEEL,MATERIAL OHCLASS: TITANIUM,Dropout spacing style OHCLASS: 0,Dropout spacing style OHCLASS: 1,Dropout spacing style OHCLASS: 2,Dropout spacing style OHCLASS: 3,Fork type OHCLASS: 0,Fork type OHCLASS: 1,Fork type OHCLASS: 2,Stem kind OHCLASS: 0,Stem kind OHCLASS: 1,Stem kind OHCLASS: 2,Handlebar style OHCLASS: 0,Handlebar style OHCLASS: 1,Handlebar style OHCLASS: 2,Head tube type OHCLASS: 0,Head tube type OHCLASS: 1,Head tube type OHCLASS: 2,Head tube type OHCLASS: 3,Top tube type OHCLASS: 0,Top tube type OHCLASS: 1,bottle SEATTUBE0 show OHCLASS: False,bottle SEATTUBE0 show OHCLASS: True,bottle DOWNTUBE0 show OHCLASS: False,bottle DOWNTUBE0 show OHCLASS: True,BELTorCHAIN OHCLASS: 0,BELTorCHAIN OHCLASS: 1,RIM_STYLE front OHCLASS: DISC,RIM_STYLE front OHCLASS: SPOKED,RIM_STYLE front OHCLASS: TRISPOKE,RIM_STYLE rear OHCLASS: DISC,RIM_STYLE rear OHCLASS: SPOKED,RIM_STYLE rear OHCLASS: TRISPOKE
2162,408.08469,-83.1,565.6,72.0,268.3,45.0,550.0,71.0,516.5520734691208,38.1,27.0,34.0,21.5,11.425,5.0,30.0,28.0,290.0,38.9,330.0,303.09264,16.0,18.0,0.0,0.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,0.0,111.76,203.2,111.76,0.0,203.2,0.0,68.0,31.8,692.0,38.01,1.0,1.0,0,0,0.0,153,0,0,1,80.0,80.0,278.0,810.0,45.0,300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2164,430.0,72.0,565.6,72.0,118.8,45.0,580.0,72.5,688.3617092509678,40.0,28.6,36.5,23.35,13.0,15.0,9.0,34.0,21.7,46.6,330.0,350.0,16.0,18.0,1.0,1.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,35.0,622.0,35.0,582.0,622.0,0.0,68.0,45.0,692.0,31.8,1.0,1.0,9,1,1.0,0,0,0,1,80.0,80.0,298.0,777.0,34.9,300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2165,415.0,72.0,565.6,70.5,85.0,120.0,590.0,74.5,652.5463419493923,55.0,28.6,27.775,23.35,13.0,15.0,9.0,29.6,90.0,43.3,330.0,350.0,16.0,18.0,0.0,1.0,135.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,40.0,622.0,40.0,582.0,622.0,0.0,68.0,50.0,692.0,31.8,1.0,1.0,9,0,0.0,153,0,153,1,80.0,80.0,275.0,665.0,34.9,50,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2166,415.0,68.0,565.6,71.5,110.9,150.0,687.0,73.5,658.8842091627808,55.0,28.6,27.775,23.35,13.0,15.0,9.0,29.6,150.0,43.3,330.0,350.0,16.0,18.0,0.0,1.0,135.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,40.0,622.0,40.0,582.0,622.0,0.0,68.0,50.0,692.0,31.8,1.0,1.0,9,0,0.0,255,255,255,1,80.0,80.0,275.0,740.0,40.0,50,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2167,425.0,80.0,565.6,71.5,89.1,150.0,687.0,72.5,675.0255615047214,55.0,28.6,27.775,23.35,13.0,15.0,9.0,29.6,150.0,43.3,330.0,350.0,16.0,18.0,0.0,0.0,135.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,55.8,622.0,55.8,582.0,622.0,0.0,68.0,50.0,692.0,31.8,1.0,1.0,9,1,0.0,255,255,255,1,80.0,80.0,275.0,740.0,40.0,50,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2168,410.0,72.0,565.6,73.0,132.5,15.0,555.0,73.5,654.8530653181786,55.0,28.6,27.775,23.35,13.0,15.0,9.0,29.6,15.0,43.3,330.0,350.0,16.0,18.0,1.0,0.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,0.0,68.0,45.0,692.0,31.8,1.0,1.0,9,1,0.0,153,204,255,1,80.0,80.0,275.0,740.0,45.0,300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2169,440.0,70.0,565.6,67.5,115.0,45.0,450.0,73.0,697.9193592163238,40.0,28.6,36.5,23.35,13.0,15.0,9.0,30.2,52.9,49.1,330.0,350.0,16.0,18.0,0.0,0.0,135.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,55.8,622.0,55.8,582.0,622.0,0.0,68.0,44.0,692.0,31.8,1.0,1.0,0,0,0.0,255,255,255,1,80.0,80.0,278.0,718.0,34.9,300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2170,405.0,70.0,565.6,73.0,145.0,45.0,515.2,74.0,658.7420739449726,40.0,28.6,36.5,23.35,13.0,15.0,9.0,28.9,49.2,49.2,330.0,350.0,16.0,18.0,1.0,1.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,0.0,68.0,45.0,692.0,31.8,1.0,1.0,8,1,0.0,0,51,102,1,80.0,80.0,298.0,718.0,34.9,330,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2171,405.0,35.0,565.6,69.0,100.1,85.0,406.0,74.0,640.2118433230397,40.0,28.6,36.5,23.35,13.0,15.0,9.0,24.3,83.7,47.2,330.0,350.0,16.0,18.0,1.0,1.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,519.0,55.8,559.0,55.8,519.0,559.0,0.0,73.0,46.0,692.0,32.8,1.0,1.0,8,1,0.0,0,0,0,1,80.0,80.0,298.0,653.0,34.9,330,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2172,384.9914,16.55545216172402,565.6,69.73168268167488,98.3,60.0,307.0,70.73168268167488,606.2433796505044,40.0,30.200000000000003,45.0,27.5,19.0,15.0,9.0,30.4,44.5,45.2,330.0,310.99019,16.0,18.0,0.0,0.0,135.0,2,0.9,1.1,0.9,1.2,1.0,0.9,519.0,55.8,559.0,55.8,519.0,559.0,0.0,68.0,45.0,692.0,31.8,1.0,1.0,0,0,0.0,0,0,0,1,80.0,80.0,230.0,400.0,35.0,300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2173,400.0,30.0,565.6,67.0,85.1,60.0,300.0,71.5,625.7580823541081,40.0,38.5,45.5,31.0,16.5,15.0,9.0,22.6,60.0,35.0,330.0,300.0,16.0,18.0,0.0,0.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,0.0,73.0,50.0,692.0,31.8,1.0,1.0,0,0,0.0,204,204,204,1,80.0,80.0,230.0,370.0,34.9,200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2174,400.0,30.0,565.6,67.0,85.1,60.0,300.0,71.5,625.7580823541081,40.0,38.5,45.5,31.0,16.5,15.0,9.0,22.6,60.0,35.0,330.0,300.0,16.0,18.0,0.0,0.0,135.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,31.0,622.0,31.0,582.0,622.0,0.0,73.0,50.0,692.0,31.8,1.0,1.0,0,0,0.0,255,0,0,1,80.0,80.0,230.0,370.0,34.9,200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2175,401.0,60.0,565.6,72.8,125.0,45.0,532.2,74.5,635.6562650027805,40.0,36.25,42.0,23.35,13.0,15.0,9.0,40.7,32.2,53.5,330.0,350.0,16.0,18.0,1.0,1.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,0.0,68.0,50.0,692.0,31.8,1.0,1.0,10,1,0.0,0,51,204,1,80.0,80.0,275.0,702.0,34.9,200,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2176,400.0,30.0,565.6,67.0,85.1,60.0,300.0,71.5,625.7580823541081,40.0,38.5,45.5,31.0,16.5,15.0,9.0,22.6,60.0,35.0,330.0,300.0,16.0,18.0,0.0,0.0,135.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,31.0,622.0,31.0,582.0,622.0,0.0,73.0,50.0,692.0,31.8,1.0,1.0,0,0,0.0,204,204,204,1,80.0,80.0,230.0,370.0,34.9,200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2177,370.0,-1.0,565.6,72.0,110.0,50.0,260.0,71.0,614.4753604236847,40.0,28.6,36.5,20.0,14.0,15.0,9.0,26.4,44.0,51.1,330.0,350.0,16.0,18.0,0.0,0.0,135.0,2,0.9,1.1,0.9,1.2,1.0,0.9,519.0,34.9,559.0,34.9,519.0,559.0,0.0,68.0,60.0,692.0,27.2,1.0,1.0,0,0,0.0,102,102,102,1,80.0,80.0,210.0,360.0,34.9,300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2178,406.0,74.0,565.6,73.0,139.9,45.0,605.4,73.0,652.0296314296654,40.0,28.6,36.5,23.35,13.0,15.0,9.0,33.2,46.4,46.3,330.0,350.0,16.0,18.0,1.0,1.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,0.0,68.0,38.0,692.0,31.8,1.0,1.0,9,1,0.0,32301,43,43,1,80.0,80.0,280.0,735.0,34.9,200,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2179,435.0,66.0,565.6,69.0,100.0,87.5,512.0,72.5,697.1478806697231,40.0,28.6,36.5,23.35,13.0,15.0,9.0,21.3,81.6,58.3,330.0,350.0,16.0,18.0,1.0,0.0,135.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,55.8,622.0,55.8,582.0,622.0,0.0,73.0,46.0,692.0,32.8,1.0,1.0,0,0,0.0,0,0,0,1,80.0,80.0,278.0,751.0,38.0,300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2180,401.0,60.0,565.6,72.0,125.3,45.0,532.2,74.5,633.9408949617082,40.0,36.25,42.0,23.35,13.0,15.0,9.0,41.2,32.2,52.7,330.0,350.0,16.0,18.0,1.0,1.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,0.0,68.0,50.0,692.0,31.8,1.0,1.0,10,1,0.0,0,51,204,1,80.0,80.0,275.0,702.0,34.9,200,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2181,415.0,70.0,565.6,73.0,157.5,45.0,565.0,73.5,663.4752143336804,40.0,29.3,37.725,26.5,14.0,15.0,9.0,32.2,45.0,52.0,330.0,350.0,16.0,18.0,1.0,1.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,32.0,622.0,32.0,582.0,622.0,0.0,75.0,45.0,692.0,31.8,1.0,1.0,0,0,0.0,0,0,0,1,80.0,80.0,298.0,785.0,34.9,330,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2182,401.0,60.0,565.6,71.3,125.1,45.0,532.2,74.5,630.0673178401041,40.0,36.25,42.0,23.35,13.0,15.0,9.0,39.6,32.2,49.9,330.0,350.0,16.0,18.0,1.0,1.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,0.0,68.0,50.0,692.0,31.8,1.0,1.0,10,1,0.0,0,51,204,1,80.0,80.0,275.0,702.0,34.9,200,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2183,419.0,21.00471602888456,565.6,68.00064570081909,119.1,45.0,531.1,72.00064570081909,667.0395331989023,40.0,31.7,36.5,23.35,13.0,15.0,9.0,28.4,48.5,45.4,330.0,350.0,16.0,18.0,1.0,1.0,135.0,2,0.9,1.1,0.9,1.2,1.0,0.9,519.0,55.8,559.0,55.8,519.0,559.0,0.0,73.0,45.0,692.0,31.8,1.0,1.0,0,0,0.0,204,255,51,1,80.0,80.0,290.0,768.0,40.0,330,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2184,405.0,35.0,565.6,69.0,99.8,85.0,406.0,74.0,652.9830197995597,40.0,28.6,36.5,23.35,13.0,15.0,9.0,23.0,81.7,46.1,330.0,350.0,16.0,18.0,1.0,1.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,519.0,55.8,559.0,55.8,519.0,559.0,0.0,73.0,46.0,692.0,32.8,1.0,1.0,8,1,0.0,0,0,0,1,80.0,80.0,298.0,653.0,34.9,330,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2185,355.0,60.0,565.6,74.5,160.4,45.0,580.4,71.0,644.5328031471172,40.0,28.6,36.5,23.35,13.0,15.0,9.0,25.7,20.4,46.3,330.0,350.0,16.0,18.0,1.0,1.0,120.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,0.0,68.0,45.0,692.0,30.0,1.0,1.0,0,0,0.0,153,153,255,1,80.0,80.0,298.0,742.0,34.9,330,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2186,370.0,-1.0,565.6,72.0,110.0,50.0,260.0,71.0,614.4753604236847,40.0,28.6,36.5,20.0,14.0,15.0,9.0,26.4,44.0,51.1,330.0,350.0,16.0,18.0,0.0,0.0,135.0,2,0.9,1.1,0.9,1.2,1.0,0.9,519.0,34.9,559.0,34.9,519.0,559.0,0.0,68.0,60.0,692.0,27.2,1.0,1.0,0,0,0.0,153,153,153,1,80.0,80.0,210.0,360.0,34.9,300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2187,405.0,63.0,565.6,72.5,106.2,45.0,545.9,74.0,626.1514026927633,40.0,28.6,36.5,22.0,12.0,15.0,9.0,30.4,45.9,41.6,330.0,350.0,16.0,18.0,1.0,1.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,0.0,68.0,33.0,692.0,29.0,1.0,1.0,0,0,1.0,15,70,193,1,80.0,80.0,265.0,700.0,32.0,220,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2188,370.0,-1.0,565.6,72.0,110.0,50.0,260.0,71.0,614.4753604236847,40.0,28.6,36.5,20.0,14.0,15.0,9.0,26.4,44.0,51.1,330.0,350.0,16.0,18.0,0.0,0.0,135.0,2,0.9,1.1,0.9,1.2,1.0,0.9,519.0,34.9,559.0,34.9,519.0,559.0,0.0,68.0,60.0,692.0,27.2,1.0,1.0,0,0,0.0,204,204,204,1,80.0,80.0,210.0,360.0,34.9,300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2189,370.0,-1.0,565.6,72.0,110.0,50.0,260.0,71.0,614.4753604236847,40.0,28.6,36.5,20.0,14.0,15.0,9.0,26.4,44.0,51.1,330.0,350.0,16.0,18.0,0.0,0.0,135.0,2,0.9,1.1,0.9,1.2,1.0,0.9,519.0,34.9,559.0,34.9,519.0,559.0,0.0,68.0,60.0,692.0,27.2,1.0,1.0,0,0,0.0,204,204,204,1,80.0,80.0,210.0,360.0,34.9,300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2190,403.94,68.0,565.6,74.0,125.2,45.0,550.0,73.0,641.9229802363353,40.0,28.6,36.5,23.35,13.0,15.0,9.0,36.0,47.4,47.1,330.0,357.0,16.0,18.0,1.0,1.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,0.0,68.0,45.0,692.0,31.8,1.0,1.0,9,1,0.0,204,204,255,1,80.0,80.0,298.0,766.0,38.1,300,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2191,405.0,70.0,565.6,70.5,109.0,315.0,612.9,74.0,591.9856895529657,40.0,28.6,36.5,23.35,13.0,15.0,9.0,26.0,160.9,42.1,330.0,350.0,16.0,18.0,1.0,1.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,0.0,68.0,31.8,692.0,28.6,1.0,1.0,9,1,0.0,255,51,0,1,80.0,80.0,275.0,673.0,28.6,300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2192,405.0,60.0,565.6,73.0,145.0,45.0,337.6,73.0,655.4301143603046,40.0,28.6,36.5,28.35,18.0,15.0,9.0,85.8,-128.4,58.5,330.0,350.0,16.0,18.0,1.0,1.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,0.0,68.0,45.0,692.0,31.8,1.0,1.0,10,1,0.0,0,51,102,1,80.0,80.0,298.0,718.0,34.9,330,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2193,385.0,50.0,565.6,75.5,95.9,190.0,596.1,76.0,617.6856778805286,40.0,28.6,36.5,21.0,12.5,15.0,9.0,25.0,106.1,39.0,330.0,350.0,16.0,18.0,1.0,1.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,0.0,68.0,35.0,692.0,28.5,1.0,1.0,0,0,0.0,204,30,204,2,75.0,80.0,275.0,670.0,30.5,330,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2194,405.0,70.0,565.6,70.5,110.0,275.0,611.9,73.0,612.5417834774203,40.0,28.6,36.5,23.35,13.0,15.0,9.0,26.2,159.9,47.6,330.0,350.0,16.0,18.0,1.0,1.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,544.0,28.0,584.0,28.0,544.0,584.0,0.0,68.0,31.8,692.0,38.1,1.0,1.0,9,1,0.0,0,255,255,1,80.0,80.0,275.0,673.0,45.0,300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2195,385.0,40.0,565.6,76.0,98.5,275.0,620.4,75.0,618.3799783633264,40.0,28.6,36.5,35.0,13.0,15.0,9.0,36.8,30.4,48.8,330.0,350.0,16.0,18.0,1.0,0.0,120.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,1.0,68.0,45.0,692.0,31.8,1.0,1.0,0,1,0.0,95,12,12,1,80.0,80.0,298.0,780.0,34.9,330,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2196,405.0,70.0,565.6,73.0,90.2,275.0,537.4,74.0,632.0910713124807,40.0,28.6,36.5,23.35,13.0,15.0,9.0,31.8,52.4,44.3,330.0,350.0,16.0,18.0,1.0,1.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,600.0,23.0,622.0,23.0,600.0,622.0,0.0,68.0,40.0,692.0,31.8,1.0,1.0,8,0,0.0,255,12,61,1,80.0,80.0,270.0,660.0,34.9,330,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
