,SSB_Include,CSB_Include,Material,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length,Sim 1 Dropout X Disp.,Sim 1 Dropout Y Disp.,Sim 1 Bottom Bracket X Disp.,Sim 1 Bottom Bracket Y Disp.,Sim 2 Bottom Bracket Z Disp.,Sim 3 Bottom Bracket Y Disp.,Sim 3 Bottom Bracket X Rot.,Sim 1 Safety Factor,Sim 3 Safety Factor,Model Mass,batch
2734,1,1,Titanium,0.4023,0.064,0.5656,0.09,74.57498340285818,0.04,0.0286,0.045,0.0365,0.02735,0.019,0.0318,0.015,0.042,0.025,0.04,75.0,0.1,0.5152,0.068,0.135,0.016,0.018,0.33,0.35,0.009,0.00984,0.000661,0.008113,0.003859,0.008728,0.00071341,0.0006573,0.618428,0.02862,-0.04588,0.03338,-0.02099,0.00328,-0.0076245,0.007578571428571436,0.68,2.353,3.51,1_13
2735,1,1,Aluminum,0.376,0.045,0.5318,0.08,76.50000700293872,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0493,0.03,0.033,75.0,0.1258,0.53,0.068,0.12,0.016,0.018,0.33,0.35,0.009,0.001486,0.002959,0.001399,0.00436,0.0005535,0.001403,0.003516,0.627175,-0.009519,0.01891,-0.01036,0.01058,0.001713,-0.011984999999999999,0.005785714285714285,0.8004,0.6345,1.64,3_4
2736,1,1,Steel,0.42,0.07,0.5518,0.09,72.99997971982306,0.0381,0.0286,0.036,0.0365,0.017,0.0135,0.0286,0.015,0.0407,0.0596,0.0476,72.5,0.1324,0.5546,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.00302,0.004844,0.006548,0.006693,0.005893,0.00342,0.003734,0.653496,0.0098,-0.0204,0.0117,-0.01085,0.0009914,-0.0037845,0.0022642857142857174,0.4948,1.394,8.24,2_2
2737,1,1,Titanium,0.42,0.078,0.6083,0.15,73.29998042135355,0.04,0.03255,0.052,0.04375,0.02335,0.013,0.0318,0.015,0.045,0.15,0.04,71.9,0.175,0.675,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.00183,0.000622,0.005595,0.005595,0.0005531,0.002503,0.00061453,0.655532,0.02176,-0.04153,0.026,-0.0222,0.003549,-0.007818499999999999,0.00633571428571429,0.8469,2.334,3.17,2_2
2738,0,1,Titanium,0.41539,0.045,0.4949,0.045,75.34801806004869,0.04,0.03625,0.055,0.0365,0.02335,0.024,0.0318,0.015,0.045,0.0401,0.04,67.5,0.1132,0.5601,0.068,0.13,0.015848936170212168,0.018,0.33,0.35,0.009,0.0052,0.000508,0.002252,0.003256,0.00054189,0.006476,0.00099582,0.612027,-0.007513,0.01647,-0.008137,0.008834,0.003607,-0.008944500000000001,0.008707142857142854,1.905,1.887,2.98,1_13
2739,0,0,Titanium,0.405,0.068,0.5656,0.045,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.015,0.0318,0.015,0.0551,0.0287,0.0294,73.0,0.175,0.52,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.0112,0.001113,0.002248,0.001088,0.0019,0.007671,0.006057,0.002951,0.659409,0.03051,-0.06273,0.03645,-0.03564,0.001888,-0.01324,0.005285714285714293,0.553,1.41,2.88,1_13
2742,0,0,Titanium,0.393,0.07,0.5656,0.045,75.50002376309689,0.04,0.0286,0.05,0.0365,0.035,0.024,0.07,0.015,0.049,0.04,0.035,75.5,0.1743,0.63,0.068,0.12,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.00136,0.006373,0.008639,0.005043,0.002809,0.002558,0.003428,0.656389,0.0193,-0.04189,0.02299,-0.02356,0.0006644,-0.009230499999999999,0.001464285714285704,0.6061,1.292,5.94,1_13
2743,1,1,Aluminum,0.425,0.07,0.6071,0.045,72.99997971982306,0.04,0.03255,0.045,0.03898,0.02335,0.015,0.0318,0.015,0.036,0.0468,0.036,72.0,0.1754,0.6,0.086,0.135,0.016,0.018,0.33,0.35,0.009,0.000677,0.007037,0.002084,0.002225,0.005895,0.001662,0.001206,0.678629,0.04954,-0.09895,0.05859,-0.05537,0.002642,-0.020305,0.0087857142857143,0.2186,0.5662,2.23,3_4
2744,1,1,Aluminum,0.405,0.05,0.5656,0.12,73.9974419453663,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.045,0.046,0.0354,75.0,0.1562,0.611,0.068,0.12,0.016,0.018,0.33,0.35,0.009,0.001965,0.002192,0.00476,0.00088133,0.002161,0.001443,0.00081797,0.622414,-0.01426,0.02763,-0.01548,0.01555,0.004021,-0.01765,0.010714285714285723,0.6141,0.5458,1.63,3_4
2745,1,1,Steel,0.475,0.08,0.5999,0.045,71.99999647998123,0.04,0.0286,0.0318,0.0365,0.02335,0.013,0.0318,0.015,0.0527,0.0635,0.0387,72.0,0.1758,0.635,0.068,0.135,0.016,0.018,0.33,0.35,0.009,0.001578,0.002173,0.001508,0.008118,0.00338,0.003025,0.0008904,0.748578,0.03688,-0.08652,0.0438,-0.04959,0.001702,-0.01803,0.003428571428571437,0.1885,0.5146,5.48,2_2
2746,1,1,Steel,0.42,0.05,0.5656,0.045,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0492,0.0479,0.034,73.0,0.1502,0.5479,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.009329,0.002602,0.001831,0.003179,0.006095,0.008608,0.00069132,0.639027,-0.006993,0.01351,-0.007593,0.007478,0.001234,-0.008182,0.002499999999999997,0.8196,0.7335,7.17,2_2
2747,1,1,Steel,0.42,0.05,0.5656,0.045,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.051,0.0486,0.0326,73.0,0.1502,0.5486,0.068,0.135,0.016,0.018,0.33,0.35,0.009,0.006644,0.000662,0.006257,0.00097492,0.002475,0.006276,0.0007863,0.655664,-0.004731,0.0096,-0.005202,0.005422,0.002208,-0.006191,0.004399999999999995,0.92,0.6568,6.79,2_2
2748,1,1,Steel,0.42,0.058,0.601,0.045,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0485,0.0426,0.0316,73.0,0.1696,0.6,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.001726,0.000814,0.006216,0.00118,0.004188,0.004876,0.005482,0.68052,0.009124,-0.01748,0.01064,-0.009593,0.00117,-0.0034925,0.002235714285714285,0.5648,1.38,8.72,2_2
2749,0,0,Titanium,0.407,0.072,0.5691,0.045,73.25001850161814,0.04,0.028,0.047,0.0362,0.02335,0.015,0.0318,0.015,0.056,0.0248,0.0262,73.0,0.1549,0.53,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.0112,0.002094,0.005579,0.009418,0.005898,0.00545,0.007474,0.00058987,0.65512,0.03629,-0.0688,0.04251,-0.03809,0.002142,-0.013680000000000001,0.005714285714285716,0.5024,1.47,3.91,1_13
2750,1,1,Titanium,0.445,0.06,0.5698,0.08,72.99997971982306,0.04,0.0295,0.0413,0.04153,0.02335,0.015,0.0318,0.015,0.0467,0.0466,0.0256,71.5,0.1,0.4526,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.004819,0.000529,0.001835,0.005812,0.003985,0.002168,0.00051409,0.631246,0.04293,-0.07051,0.04913,-0.03154,0.00484,-0.0099145,0.008221428571428565,0.4887,1.583,2.26,2_2
2751,1,1,Titanium,0.415,0.075,0.5656,0.045,74.587359291233,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0486,0.0483,0.0309,73.0,0.173,0.5783,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.008089,0.001028,0.000912,0.001637,0.005292,0.007431,0.004338,0.664617,0.02317,-0.05057,0.02829,-0.02858,0.002063,-0.010555,0.004642857142857152,0.676,1.831,4.52,3_1
2752,1,1,Steel,0.42222,0.07,0.5917,0.045,79.99997699027486,0.04,0.0286,0.0413,0.0365,0.02335,0.013,0.0318,0.015,0.0718,0.0411,0.0661,72.0,0.1762,0.6411,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.000789,0.003067,0.004357,0.003529,0.001485,0.000827,0.001021,0.692568,0.02134,-0.04369,0.0254,-0.0233,0.001207,-0.008243,0.0032285714285714357,0.2938,0.8309,4.77,2_2
2753,1,1,Titanium,0.423,0.01,0.57,0.125,74.0000202554444,0.046,0.0286,0.045,0.0365,0.026,0.013,0.0318,0.015,0.0399,0.1424,0.0267,66.0,0.1079,0.46,0.092,0.135,0.016,0.018,0.33,0.35,0.009,0.005047,0.007502,0.001267,0.001077,0.00066358,0.000824,0.004167,0.66284,-0.009397,0.01608,-0.00927,0.008663,0.001214,-0.008407000000000001,0.004714285714285707,1.666,1.882,4.03,2_2
2754,1,1,Titanium,0.423,0.02,0.57,0.125,72.50001674779189,0.046,0.0286,0.045,0.0365,0.026,0.013,0.0318,0.015,0.045,0.1424,0.025,66.5,0.114,0.46,0.092,0.135,0.016,0.018,0.33,0.35,0.009,0.00297,0.004579,0.007574,0.003602,0.001348,0.00391,0.002204,0.643365,-0.00697,0.01161,-0.007087,0.006027,0.001172,-0.00553,0.003871428571428571,2.88,2.959,4.61,2_2
2755,1,1,Steel,0.4,0.07,0.5656,0.045,75.00000349528622,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0486,0.0478,0.0324,72.5,0.12,0.5478,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.001464,0.003415,0.000976,0.00202,0.001668,0.007861,0.008095,0.658667,0.009287,-0.01717,0.01112,-0.008802,0.0005917,-0.003075,0.0015428571428571431,0.4749,1.355,8.84,2_2
2757,1,1,Steel,0.42,0.058,0.601,0.045,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0349,0.015,0.0486,0.0375,0.0319,73.0,0.1696,0.6,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.003276,0.003324,0.00055,0.00080433,0.00053873,0.009146,0.001423,0.675997,0.02887,-0.05468,0.03352,-0.02994,0.001112,-0.010860000000000002,0.002714285714285715,0.1801,0.4849,7.21,2_2
2758,1,0,Steel,0.373,0.05,0.5853,0.05,71.49865840924176,0.04,0.0286,0.04,0.0365,0.021,0.014,0.0318,0.015,0.045,0.03,0.03,74.5,0.1866,0.62,0.068,0.12,0.015,0.017758970309539254,0.33,0.375,0.009,0.000607,0.005099,0.003119,0.00343,0.002321,0.003092,0.00081917,0.663617,-0.004682,0.009481,-0.005121,0.005913,0.001024,-0.0090335,0.0026785714285714308,1.217,0.7797,5.47,2_2
2759,0,0,Steel,0.412,0.07,0.5656,0.03,72.99997971982306,0.04,0.0254,0.0317,0.0365,0.01735,0.0105,0.0286,0.015,0.0332,0.0252,0.031,73.0,0.116,0.4952,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.002143,0.000878,0.001628,0.001229,0.007388,0.002488,0.00079963,0.649655,0.03592,-0.06762,0.0434,-0.0349,0.00401,-0.01225,0.008142857142857144,0.1974,0.5698,2.62,1_13
2760,1,1,Steel,0.42,0.058,0.601,0.045,72.99997971982306,0.04,0.0286,0.05,0.0365,0.02335,0.013,0.0349,0.015,0.0486,0.0375,0.0319,73.0,0.1696,0.6,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.002355,0.006176,0.008299,0.006952,0.007339,0.003924,0.007003,0.675997,0.007474,-0.01409,0.008543,-0.007789,0.0004832,-0.002785,0.0012285714285714274,0.5939,1.629,12.21,2_2
2761,0,0,Steel,0.41,0.072,0.5656,0.045,74.0000202554444,0.04,0.02695,0.032,0.0365,0.02335,0.013,0.0285,0.015,0.0431,0.0207,0.0362,72.0,0.1152,0.5307,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.007,0.00979,0.007003,0.002297,0.0006793,0.005151,0.008876,0.001797,0.636254,0.01887,-0.03388,0.02282,-0.01647,0.001058,-0.005594,0.002971428571428569,0.2441,0.8066,5.48,1_13
2762,1,1,Steel,0.395,0.05,0.5656,0.2,74.0000202554444,0.04,0.0286,0.05,0.0385,0.02335,0.013,0.0349,0.015,0.0566,0.1878,0.0309,74.0,0.0979,0.6278,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.005327,0.007339,0.004222,0.002404,0.001755,0.00108,0.00081082,0.615552,-0.005479,0.008379,-0.005939,0.003958,0.0008805,-0.0029230000000000003,0.002142857142857145,1.069,1.338,6.21,2_2
2763,0,1,Aluminum,0.445,0.053,0.5656,0.06,71.99999647998123,0.034,0.0286,0.04,0.03695,0.02335,0.02,0.0318,0.015,0.04,0.054,0.035,70.0,0.12,0.575,0.068,0.135,0.015848936170212168,0.018,0.33,0.3,0.009,0.004802,0.004657,0.006538,0.004609,0.003268,0.001335,0.00084102,0.636811,-0.01622,0.03045,-0.0178,0.01544,0.003339,-0.014440000000000001,0.007571428571428572,0.6458,0.6899,2.61,3_4
2764,0,1,Aluminum,0.43,0.05,0.586,0.045,68.99998946467623,0.04,0.03225,0.045,0.04075,0.03,0.019,0.0318,0.015,0.0696,0.0522,0.0299,65.0,0.12,0.3822,0.068,0.135,0.015848936170212168,0.018,0.33,0.35,0.009,0.00607,0.008841,0.00418,0.009442,0.001251,0.000501,0.004551,0.651926,-0.007102,0.01162,-0.007771,0.005518,0.0009575,-0.0044875,0.0027785714285714315,0.239,0.3978,3.59,3_4
2765,1,1,Steel,0.45,0.04,0.5656,0.045,69.99997270451806,0.04,0.0286,0.04,0.0365,0.02335,0.013,0.029,0.015,0.0404,0.0458,0.0302,72.0,0.12,0.54,0.068,0.12,0.016,0.018,0.33,0.35,0.009,0.002338,0.001773,0.004795,0.008226,0.001044,0.007159,0.00053598,0.652216,-0.00677,0.01277,-0.007283,0.006583,0.001636,-0.0065415000000000004,0.002821428571428574,0.8897,0.928,6.4,2_2
2766,1,1,Titanium,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0492,0.0492,0.0289,73.0,0.145,0.5152,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.006649,0.001544,0.002813,0.0005309,0.006708,0.000836,0.001647,0.658742,0.03534,-0.06892,0.04251,-0.03742,0.002862,-0.01342,0.009000000000000005,0.5809,1.269,2.87,2_2
2767,1,1,Steel,0.41265,0.0705,0.5656,0.045,77.00002727074938,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0472,0.0291,0.0301,74.0,0.1288,0.5091,0.068,0.135,0.016,0.018,0.33,0.35,0.009,0.005725,0.003426,0.001375,0.001247,0.00077403,0.002267,0.004096,0.671529,0.01292,-0.02516,0.01548,-0.01343,0.0007867,-0.0048059999999999995,0.002014285714285715,0.4086,1.142,6.2,2_2
2768,1,1,Steel,0.41285,0.0705,0.5656,0.045,77.00002727074938,0.04,0.0286,0.0413,0.0365,0.02335,0.013,0.0318,0.015,0.0472,0.0291,0.0269,74.0,0.1234,0.5091,0.068,0.135,0.016,0.018,0.33,0.35,0.009,0.006253,0.002226,0.001296,0.003893,0.007518,0.000528,0.003353,0.672708,0.01557,-0.02996,0.01854,-0.01587,0.0008568,-0.0056095,0.002521428571428571,0.3563,1.02,5.63,2_2
2769,1,1,Steel,0.41285,0.0705,0.5656,0.045,77.00002727074938,0.04,0.0286,0.0413,0.0365,0.02335,0.013,0.0318,0.015,0.0472,0.0291,0.0269,74.0,0.1234,0.5091,0.068,0.135,0.016,0.018,0.33,0.35,0.009,0.003647,0.000712,0.001324,0.00093307,0.003288,0.001886,0.001274,0.672708,0.02545,-0.04876,0.03048,-0.02594,0.002099,-0.0092605,0.004535714285714286,0.2657,0.7467,3.77,2_2
2770,1,1,Titanium,0.41355,0.07,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.037,0.02335,0.013,0.0318,0.015,0.0405,0.0486,0.0282,72.0,0.0535,0.5146,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.001082,0.004691,0.001933,0.004179,0.001135,0.005414,0.002861,0.633207,0.0211,-0.03182,0.02496,-0.01262,0.001426,-0.0037035,0.00299285714285714,0.7737,2.624,3.65,3_1
2771,1,1,Steel,0.405,0.042,0.5656,0.045,75.50002376309689,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0491,0.0304,0.0322,75.0,0.1613,0.5704,0.068,0.12,0.016,0.018,0.33,0.35,0.009,0.003053,0.007196,0.001731,0.007091,0.00080198,0.000681,0.0011,0.643089,-0.006002,0.01176,-0.006435,0.006719,0.0007862,-0.008175,0.002585714285714294,0.6677,0.7314,5.3,2_2
2772,1,1,Titanium,0.4156,0.087,0.4656,0.045,73.49999998763374,0.04,0.0286,0.045,0.037,0.02335,0.013,0.0318,0.015,0.0205,0.0486,0.025,72.5,0.0289,0.5146,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.002098,0.001953,0.001252,0.00465,0.006654,0.005296,0.0007287,0.629758,0.05438,-0.1241,0.06947,-0.06072,0.00263,-0.02021,0.005857142857142841,0.3611,1.057,2.72,3_1
2773,1,1,Steel,0.387,0.05,0.5656,0.045,73.49999998763374,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0471,0.0469,0.0332,73.5,0.1353,0.5469,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.000936,0.001068,0.003071,0.00058643,0.001491,0.002495,0.002409,0.622615,-0.003428,0.006355,-0.003816,0.00346,0.001248,-0.003443,0.004414285714285714,1.443,0.6308,4.44,2_2
2774,1,1,Steel,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.0286,0.036,0.0365,0.02335,0.013,0.0286,0.015,0.044,0.0364,0.0393,73.0,0.1486,0.56,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.001106,0.001461,0.001126,0.002805,0.00083306,0.001284,0.002416,0.660877,0.01783,-0.03626,0.02143,-0.01979,0.001061,-0.0071475,0.0030214285714285694,0.3148,0.8685,3.73,2_2
2775,1,1,Steel,0.425,0.07,0.6646,0.045,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.049,0.05,0.0272,72.5,0.21,0.56,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.008095,0.004076,0.009949,0.001886,0.0019,0.004284,0.002062,0.675852,0.01069,-0.0178,0.01236,-0.009928,0.0008887,-0.0036365,0.0019357142857142854,0.4751,1.287,8.7,2_2
2776,1,1,Aluminum,0.41317,0.078,0.5656,0.05,72.50001674779189,0.04,0.0286,0.045,0.0365,0.02335,0.0135,0.0318,0.015,0.0405,0.0486,0.0282,72.0,0.0488,0.5146,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.000656,0.002148,0.0038,0.003707,0.001405,0.005242,0.005591,0.631704,0.02063,-0.03131,0.02499,-0.01195,0.002211,-0.0034485,0.00439285714285714,0.3189,1.09,2.41,3_4
2777,1,1,Steel,0.402,0.05,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.05,0.0263,0.0257,73.0,0.1287,0.43,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.003458,0.00497,0.002801,0.007355,0.005178,0.000541,0.004395,0.675116,-0.003109,0.006091,-0.003417,0.003442,0.000559,-0.0041825000000000005,0.0018642857142857137,0.695,1.127,7.09,2_2
2778,1,1,Titanium,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.0307,0.05,0.0365,0.02335,0.013,0.0318,0.015,0.0484,0.0492,0.03,73.0,0.1575,0.55,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.004151,0.00395,0.005466,0.001618,0.002416,0.001211,0.00083306,0.653842,0.02873,-0.05742,0.03434,-0.03178,0.002105,-0.01158,0.005714285714285704,0.7752,1.935,3.42,2_2
2779,1,1,Steel,0.41,0.07,0.5656,0.045,73.49999998763374,0.04,0.0286,0.0471,0.0365,0.02335,0.013,0.0318,0.015,0.0503,0.0269,0.0536,73.5,0.1372,0.56,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.001311,0.006126,0.002789,0.00099582,0.002347,0.004681,0.002897,0.663772,0.01308,-0.02615,0.0158,-0.01365,0.0007518,-0.004817500000000001,0.0019357142857142821,0.4356,1.079,7.37,2_2
2783,1,1,Steel,0.5,0.07,0.5656,0.045,68.00000622483442,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0465,0.0486,0.0291,69.0,0.2,0.5486,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.00119,0.003137,0.00467,0.00085717,0.00053441,0.001596,0.00083367,0.67003,0.02032,-0.05003,0.02453,-0.02788,0.001853,-0.010194,0.0039428571428571455,0.2524,0.5338,5.27,2_2
2784,1,1,Steel,0.405,0.0755,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0459,0.0493,0.0269,67.0,0.0987,0.5153,0.068,0.135,0.016,0.018,0.33,0.35,0.009,0.001531,0.008576,0.001177,0.00065923,0.00052014,0.006514,0.002585,0.675439,0.01726,-0.03146,0.02086,-0.01599,0.0008123,-0.005556,0.0023285714285714277,0.3444,0.9213,7.18,2_2
2785,1,1,Steel,0.445,0.06,0.66,0.045,72.99997971982306,0.04,0.0286,0.05,0.03875,0.021,0.021,0.0349,0.015,0.0552,0.05,0.0324,71.0,0.1681,0.56,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.004344,0.001645,0.007618,0.0008008,0.001012,0.001972,0.00077318,0.726843,0.02224,-0.03752,0.02549,-0.01997,0.002298,-0.007125,0.004500000000000002,0.2139,0.6175,6.31,1_13
2786,1,1,Steel,0.415,0.055,0.5656,0.02,72.50001674779189,0.04,0.0286,0.0347,0.0365,0.02,0.013,0.0286,0.007,0.0323,0.0158,0.0268,70.0,0.1232,0.5358,0.07,0.13,0.0135,0.018,0.33,0.35,0.0135,0.004322,0.002815,0.002362,0.003133,0.000599,0.003212,0.001528,0.620144,0.01529,-0.02656,0.01761,-0.01318,0.001213,-0.004479,0.0029000000000000007,0.3671,1.08,5.03,2_2
2788,1,1,Steel,0.445,0.06,0.66,0.045,72.99997971982306,0.04,0.0286,0.05,0.03875,0.021,0.021,0.0349,0.015,0.0552,0.05,0.0324,71.0,0.1681,0.56,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.001882,0.000729,0.005147,0.00067583,0.005426,0.002785,0.006698,0.715172,0.009829,-0.01631,0.01131,-0.00843,0.001507,-0.0028645,0.003807142857142857,0.4411,0.7187,8.24,1_13
2790,1,1,Steel,0.408,0.0575,0.5656,0.025,72.50001674779189,0.0348,0.0286,0.0318,0.0365,0.0201,0.013,0.0286,0.0115,0.0323,0.0158,0.0261,70.5,0.1095,0.5308,0.068,0.13,0.014,0.015,0.33,0.35,0.009,0.000742,0.00173,0.004944,0.003476,0.00369,0.000577,0.00719,0.622621,0.007923,-0.01359,0.009228,-0.006523,0.0008718,-0.0021850000000000003,0.002128571428571429,0.513,1.802,6.24,2_2
2793,1,1,Titanium,0.45811,0.07,0.5656,0.053,74.0000202554444,0.04,0.0318,0.053,0.04198,0.02335,0.0115,0.0318,0.015,0.0727,0.0471,0.0337,73.0,0.149,0.4471,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.000523,0.003089,0.000532,0.001326,0.007879,0.002716,0.00511,0.713534,0.02009,-0.04409,0.02427,-0.02321,0.001501,-0.0082815,0.003321428571428572,0.8552,1.923,4.2,2_2
2794,1,1,Steel,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0492,0.0483,0.0306,73.0,0.145,0.5483,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.002793,0.000719,0.000582,0.00446,0.001876,0.000719,0.009214,0.658742,0.0102,-0.02021,0.01226,-0.01081,0.0009246,-0.0038455,0.0021500000000000035,0.4489,1.242,6.23,2_2
2795,1,1,Titanium,0.41892,0.07,0.52,0.045,74.0508416118725,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.046,0.0359,73.0,0.1098,0.596,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.002357,0.00178,0.001115,0.002588,0.008741,0.003195,0.005669,0.645669,0.02111,-0.04516,0.02577,-0.02285,0.001502,-0.007872500000000001,0.003778571428571428,0.7608,2.196,4.06,2_2
2796,0,0,Aluminum,0.405,0.07,0.5656,0.045,74.49998322747555,0.04,0.0464,0.045,0.05695,0.02735,0.0165,0.0318,0.015,0.045,0.0423,0.038,71.5,0.1268,0.3923,0.068,0.135,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.00476,0.004228,0.003761,0.008747,0.001925,0.003728,0.004418,0.703217,0.007813,-0.0159,0.009229,-0.009036,0.0007096,-0.0032785,0.0018357142857142845,0.7811,2.119,3.87,3_4
2797,0,0,Aluminum,0.381,-0.012,0.5656,0.06,67.00002298499258,0.04,0.0302,0.045,0.045,0.0325,0.024,0.0318,0.015,0.0446,0.0443,0.0353,69.0,0.115,0.312,0.068,0.135,0.015848936170212168,0.017758970309539254,0.33,0.31099,0.009,0.000747,0.002217,0.000564,0.007101,0.009404,0.005554,0.00727,0.584001,-0.004198,0.00633,-0.004121,0.002708,0.000622,-0.00231,0.001899999999999998,1.751,2.096,2.9,3_4
2798,0,0,Aluminum,0.4323,0.025,0.5656,0.065,75.50082590401009,0.04,0.0349,0.039,0.04795,0.02,0.016,0.03,0.015,0.07,0.05,0.025,73.5,0.1,0.43,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.0123,0.000615,0.009329,0.00282,0.002882,0.009411,0.000696,0.001333,0.692788,-0.01155,0.0209,-0.01206,0.01067,0.003087,-0.009940999999999998,0.007271428571428569,0.862,0.728,1.94,3_4
2799,1,1,Steel,0.415,0.055,0.5656,0.02,72.50001674779189,0.04,0.0286,0.0347,0.0365,0.02,0.013,0.0286,0.007,0.0323,0.0158,0.0268,70.0,0.1232,0.5358,0.07,0.13,0.0135,0.018,0.33,0.35,0.0135,0.001272,0.000501,0.003794,0.005398,0.00082639,0.00105,0.001188,0.620144,0.01594,-0.02778,0.01833,-0.01379,0.002439,-0.004651499999999999,0.0052214285714285704,0.3837,1.12,3.42,2_2
2800,1,1,Aluminum,0.42444,0.07,0.5206,0.1,74.00087969213709,0.04,0.03,0.045,0.04825,0.02335,0.013,0.0318,0.015,0.045,0.0469,0.0333,73.5,0.1073,0.5569,0.068,0.12,0.016,0.018,0.33,0.35,0.009,0.000579,0.006443,0.004753,0.00574,0.001673,0.002029,0.008915,0.641702,0.00974,-0.0215,0.01194,-0.01061,0.000839,-0.0036165,0.002250000000000001,0.5467,1.564,3.74,3_4
2801,1,1,Steel,0.405,0.05,0.5656,0.035,77.49999024278054,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0387,0.0292,0.026,74.5,0.154,0.5772,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.004748,0.002841,0.003507,0.001504,0.002871,0.008405,0.007182,0.632614,-0.001823,0.003666,-0.001992,0.002122,0.0005925,-0.0024879999999999998,0.00152857142857143,2.171,1.681,10.04,2_2
